bdrc_id,en,zh,bo,bo_unicode,gender,birth,death,teachers,students,tol
P0RK987,Lhopa Drubpa Sengé,,lho pa grub pa seng+ge,ལྷོ་པ་གྲུབ་པ་སེངྒེ།,M,,,P3JT13454|P3098,P3678,1524.0
P3098,Tro Puwa Sempa Chenpo,,khro phu ba sems dpa' chen po,ཁྲོ་ཕུ་བ་སེམས་དཔའ་ཆེན་པོ།,M,,,P3097|P4009|P0RK1647|P3124,P155|P3099|P0RK431|P0RK987,5412.0
P4009,Khenpo Sönam Wangchuk,,mkhan po bsod nams dbang phyug,མཁན་པོ་བསོད་ནམས་དབང་ཕྱུག།,M,,,P4007,P3098,6407.0
P0RK1647,Lama Dorjé Pal,,bla ma rdo rje dpal,བླ་མ་རྡོ་རྗེ་དཔལ།,M,,,P0RK1646,P3098,856.0
P0RK1646,Gya Tön Drub Chok,,rgya ston grub mchog,རྒྱ་སྟོན་གྲུབ་མཆོག།,M,,,P0RK1645,P0RK1647,855.0
P0RK1645,Gya Tön Drubpa Po,,rgya ston bsgrub pa po,རྒྱ་སྟོན་བསྒྲུབ་པ་པོ།,M,,,P0RK1644,P0RK1646,854.0
P0RK1644,Jo Tsün Drakpa Sengé,,jo btsun grags pa seng+ge,ཇོ་བཙུན་གྲགས་པ་སེངྒེ།,M,,,P0RK1643,P0RK1645,853.0
P0RK1643,Shyu Sakyapa,,zhu sa skya pa,ཞུ་ས་སྐྱ་པ།,M,,,P3709,P0RK1644,852.0
P3124,Changsem Dré Lungpa,,byang sems 'bre lung pa,བྱང་སེམས་འབྲེ་ལུང་པ།,M,,,P3123,P3098,5441.0
P3123,Shyang Cha Ruwa,,zhang phya ru ba,ཞང་ཕྱ་རུ་བ།,M,,,P3122,P3124,5440.0
P3122,Chi Lhepa Sengé Pal,,spyi lhas pa seng+ge dpal,སྤྱི་ལྷས་པ་སེངྒེ་དཔལ།,M,,,P1518,P3123,5439.0
P3099,Tro Pu Khenchen Rinchen Sengé,,khro phu mkhan chen rin chen seng+ge,ཁྲོ་ཕུ་མཁན་ཆེན་རིན་ཆེན་སེངྒེ།,M,,,P3386|P3098|P0RK543|P0RK680,P155|P0RK576|P4010,5413.0
P3386,Rinchen Sherab,,rin chen shes rab,རིན་ཆེན་ཤེས་རབ།,M,,,P3385,P3099,5725.0
P3385,Nur Nyima Gyaltsen,,snur nyi ma rgyal mtshan,སྣུར་ཉི་མ་རྒྱལ་མཚན།,M,,,P3384,P3386,5724.0
P3384,Nur Changchub Ö,,snur byang chub 'od,སྣུར་བྱང་ཆུབ་འོད།,M,,,P3383,P3385,5723.0
P3383,Nur Dorjé Sengé,,snur rdo rje seng+ge,སྣུར་རྡོ་རྗེ་སེངྒེ།,M,,,P3382,P3384|P3404,5722.0
P3382,Nur Nyi Ö,,snur nyi 'od,སྣུར་ཉི་འོད།,M,,,P3381,P3383|P0RK1662,5721.0
P3381,Nyalpa Nyima Sherab,,gnyal pa nyi ma shes rab,གཉལ་པ་ཉི་མ་ཤེས་རབ།,M,,,P3380|P753,P3382,5720.0
P3380,Dowa Gomchen,,do ba sgom chen,དོ་བ་སྒོམ་ཆེན།,M,,,P3379,P3381,5719.0
P0RK1662,Üpa Mar Tön,,dbus pa dmar ston,དབུས་པ་དམར་སྟོན།,M,,,P3382,P0RK1663,868.0
P0RK1663,Lobpön Chur Tön,,slob dpon bcur ston,སློབ་དཔོན་བཅུར་སྟོན།,M,,,P0RK1662,P0RK1664,869.0
P0RK1664,Özer Lama,,'od zer bla ma,འོད་ཟེར་བླ་མ།,M,,,P0RK1663,P0RK1665,870.0
P0RK1665,,,dz+nyA na lak sha,ཛྙཱ་ན་ལཀ་ཤ།,M,,,P0RK1664,P0RK1666,871.0
P0RK1666,Tab Kyi Lodrö,,thabs kyi blo gros,ཐབས་ཀྱི་བློ་གྲོས།,M,,,P0RK1665,P0RK1667,872.0
P0RK1667,Khenpo Gendün Gyaltsen,,mkhan po dge 'dun rgyal mtshan,མཁན་པོ་དགེ་འདུན་རྒྱལ་མཚན།,M,,,P0RK1666,P0RK1668,873.0
P0RK1668,Lobpön Namkha Drakpa,,slob dpon nam mkha' grags pa,སློབ་དཔོན་ནམ་མཁའ་གྲགས་པ།,M,,,P0RK1667,P0RK1669,874.0
P0RK1669,Lama Sönam Rinchen,,bla ma bsod nams rin chen,བླ་མ་བསོད་ནམས་རིན་ཆེན།,M,,,P0RK1668,P502,875.0
P502,Palden Tsultrim,,dpal ldan tshul khrims,དཔལ་ལྡན་ཚུལ་ཁྲིམས།,M,1333.0,1399.0,P4279|P155|P2615|P0RK531|P0RK542|P3093|P3229|P0RK1669|P1226|P0RK1457|P3985,P3296|P0RK541|P3094|P0RK1458|P1132,7512.0
P4279,Ripa Shyönnu Gyaltsen,,ri pa gzhon nu rgyal mtshan,རི་པ་གཞོན་ནུ་རྒྱལ་མཚན།,M,1311.0,1390.0,P6180,P502,6700.0
P6180,Zur Pukpa Rinchen Pal Zang,,zur phug pa rin chen dpal bzang ,ཟུར་ཕུག་པ་རིན་ཆེན་དཔལ་བཟང་།,M,1263.0,,P2455,P1932|P4279|P6179,8765.0
P2455,Chen Nga Rinchen Den,,spyan snga rin chen ldan,སྤྱན་སྔ་རིན་ཆེན་ལྡན།,M,1202.0,,P5262,P6180,4158.0
P5262,Yang Gönpa Gyaltsen Pal,,yang dgon pa rgyal mtshan dpal,ཡང་དགོན་པ་རྒྱལ་མཚན་དཔལ།,M,1213.0,1258.0,P1514|P132|P2090|P1056|P2221,P4CZ301811|P2455,7775.0
P1514,Ko Drakpa,,ko brag pa,ཀོ་བྲག་པ།,M,1182.0,1261.0,P3276|P4CZ302229|P1517|P1518|P1519|P1520,P3275|P4206|P5262|P8510,2806.0
P3276,,,slob dpon bi bhu ti,སློབ་དཔོན་བི་བྷུ་ཏི།,M,,,P3277,P1514,5606.0
P3277,Drubchen Shawa Ripa|Savaripa|The hunter་,,grub chen sha ba ri pa,གྲུབ་ཆེན་ཤ་བ་རི་པ།,M,,,P4954|P8891,P3276|P44|P8891|P0RK494,5607.0
P8891,Lobpön Lu Hipa|Luipa|The fish gut eater,,slob dpon lu hi pa,སློབ་དཔོན་ལུ་ཧི་པ།,M,,,P47|P0RK515|P3277|P0RK493,P0RK463|P0RK477|P4CZ15182|P3277,11647.0
P0RK515,Dramzé Chenpo Mé Kowa,,bram ze chen po me ko ba,བྲམ་ཟེ་ཆེན་པོ་མེ་ཀོ་བ།,M,,,P0RK514,P8891,1191.0
P0RK514,,,slob dpon chen po tsaNDi ka pa,སློབ་དཔོན་ཆེན་པོ་ཙཎཌི་ཀ་པ།,M,,,P47,P0RK515,1190.0
P0RK493,Dorjé Pakmo|Vajravarahi,,rdo rje phag mo,རྡོ་རྗེ་ཕག་མོ།,M,,,,P8895|P7752|P8891,1176.0
P7752,Drubchen La Wapa|Kampala|The black blanket clad yogin,,grub chen la wa pa,གྲུབ་ཆེན་ལ་ཝ་པ།,M,,,P4CZ10555|P0RK477|P0RK493,P4CZ10555|P2CN574|P3299,10433.0
P4CZ15182,Drubchen Kukuri Pa|The dog lover|Kukuri,,grub chen ku ku ri pa,གྲུབ་ཆེན་ཀུ་ཀུ་རི་པ།,,,,P8891,P8335|P4CZ15088|P4024,
P8335,Tsokyé Dorjé|Saroruhavajra,,mtsho skyes rdo rje,མཚོ་སྐྱེས་རྡོ་རྗེ།,M,,,P4CZ10555|P4CZ15182,P3292|P2CN574,11046.0
P4024,Drubchen Té Lopa|Tilopa,,grub chen te lo pa,གྲུབ་ཆེན་ཏེ་ལོ་པ།,M,988.0,1069.0,P0RK463|P0RK465|P0RK466|P4CZ15182|P4CZ15075|P7401|P0RK1074|P0RK252,P3085,6424.0
P0RK465,Vidzaya Pa Da|Vijayapada,,bi dza ya pA da,བི་ཛ་ཡ་པཱ་ད།,M,,,P0RK464|P0RK497,P0RK466|P4024,1153.0
P0RK464,Guhya,,gu h+ya,གུ་ཧྱ།,M,,,P0RK1174|P3299,P0RK465|P0RK1175,1152.0
P0RK1174,Dampa Gyagarwa,,dam pa rgya gar ba,དམ་པ་རྒྱ་གར་བ།,M,,,,P0RK464,456.0
P0RK1175,Len Gom Yabsé,,rlan bsgom yab sras,རླན་བསྒོམ་ཡབ་སྲས།,M,,,P0RK464,P0RK1176,457.0
P0RK1176,,,slob dpon 'od shAk pa,སློབ་དཔོན་འོད་ཤཱཀ་པ།,M,,,P0RK1175,P1053,458.0
P1053,Mang Khar Lotsawa Chokden Lekpé Lodrö,,mang mkhar lo tsA ba mchog ldan legs pa'i blo gros,མང་མཁར་ལོ་ཙཱ་བ་མཆོག་ལྡན་ལེགས་པའི་བློ་གྲོས།,M,,,P0RK866|P0RK1515|P2138|P0RK91|P3090|P0RK1176|P4CZ15224|P0RK485|P0RK1375|P1052|P1048|P1244|P3832|P3887|P1046|P0RK46,P144|P0RK143|P2085|P3408|P3091|P7157,2104.0
P0RK866,Lama Lodrö Pal,,bla ma blo gros dpal,བླ་མ་བློ་གྲོས་དཔལ།,M,,,P3903|P1061,P1053|P0RK867,1429.0
P3903,Shyang Ganden Pa,,zhang dga' ldan pa,ཞང་དགའ་ལྡན་པ།,M,,,P0RK1250|P0RK714|P0RK868|P3902|P0RK91|P0RK569|P2612|P0RK1078|P0RK14,P0RK866|P3904|P3092|P0RK1500|P0RK15,6290.0
P0RK1250,Lama Yönten Pal,,bla ma yon tan dpal,བླ་མ་ཡོན་ཏན་དཔལ།,M,,,P7083|P1066|P0RK1773,P0RK259|P3903|P0RK91,520.0
P1066,So Lungpa Kün Ga Mönlam,,sro lung pa kun dga' smon lam,སྲོ་ལུང་པ་ཀུན་དགའ་སྨོན་ལམ།,M,,,P3938|P1048|P0RK49,P0RK259|P0RK1250|P0RK1064,2247.0
P3938,Ra Nyipa Gyaltsen Rinchen,,ra gnyis pa rgyal mtshan rin chen,ར་གཉིས་པ་རྒྱལ་མཚན་རིན་ཆེན།,M,,,P3937|P0RK1505,P0RK259|P1066,6327.0
P3937,Semo Rapa Rinchen Pal,,se mo ra pa rin chen dpal,སེ་མོ་ར་པ་རིན་ཆེན་དཔལ།,M,,,P3936,P3938,6326.0
P3936,Kha'upa Dar Ma Sherab,,kha'u pa dar ma shes rab,ཁའུ་པ་དར་མ་ཤེས་རབ།,M,,,P3935,P3937,6325.0
P3935,Özer Shakya,,'od zer shAkya,འོད་ཟེར་ཤཱཀྱ།,M,,,P1056,P3936|P0RK540,6324.0
P0RK540,La Ruwa Sönam Sengé,,la ru ba bsod nams seng+ge,ལ་རུ་བ་བསོད་ནམས་སེངྒེ།,M,,,P3935|P0RK538,P0RK410|P0RK1022,1207.0
P0RK538,Drubtob Yönten Pal,,grub thob yon tan dpal,གྲུབ་ཐོབ་ཡོན་ཏན་དཔལ།,M,,,P1056,P0RK540,1205.0
P0RK410,Lama Drakpa Pal,,bla ma grags pa dpal,བླ་མ་གྲགས་པ་དཔལ།,M,,,P0RK540|P0RK674|P0RK259|P0RK1538|P3413|P1226|P3873,P151,1122.0
P0RK674,Kün Ga Tsultrim,,kun dga' tshul khrims,ཀུན་དགའ་ཚུལ་ཁྲིམས།,M,,,P4019,P0RK410,1283.0
P4019,Sempa Chenpo Shyönnu Drubpa,,sems dpa' chen po gzhon nu grub pa,སེམས་དཔའ་ཆེན་པོ་གཞོན་ནུ་གྲུབ་པ།,M,,,P0RK673|P0RK154|P4018|P0RK151,P0RK674|P3092|P0RK152,6418.0
P0RK673,Jam Lingpa,,byams gling pa,བྱམས་གླིང་པ།,M,,,P2640,P4019,1282.0
P2640,Sangye Gompa Sengé Kyab,,sangs rgyas sgom pa seng+ge skyabs,སངས་རྒྱས་སྒོམ་པ་སེངྒེ་སྐྱབས།,M,1179.0,1250.0,P2271|P3998|P3976,P2639|P0RK673|P1060,4359.0
P3998,Shyang Tön Chö Kyi Lama,,zhang ston chos kyi bla ma,ཞང་སྟོན་ཆོས་ཀྱི་བླ་མ།,M,1184.0,1241.0,P4456|P5656|P2271,P1060|P2640|P3JT13459,6393.0
P4456,Shyang Tsün Dorjé Özer,,zhang btsun rdo rje 'od zer,ཞང་བཙུན་རྡོ་རྗེ་འོད་ཟེར།,M,1122.0,1194.0,P2271|P3446|P4088,P2271|P3998,6895.0
P3446,Tum Tön Lodrö Drak,,gtum ston blo gros grags,གཏུམ་སྟོན་བློ་གྲོས་གྲགས།,M,1106.0,1166.0,P3709|P1405|P5740,P7219|P4456|P2271|P4088|P3997,5790.0
P5740,Khu Lé Khamo Zé'u Tön,,khu le'i kha mo ze'u ston,ཁུ་ལེའི་ཁ་མོ་ཟེའུ་སྟོན།,M,,,P1405|P4867,P2271|P3446,8293.0
P4867,Lumpa Yeshe Changchub,,lum pa ye shes byang chub,ལུམ་པ་ཡེ་ཤེས་བྱང་ཆུབ།,M,,,P1321|P3442,P5740,7345.0
P1321,Ka Mawa Sherab Ö,,ka ma ba shes rab 'od,ཀ་མ་བ་ཤེས་རབ་འོད།,M,1057.0,1131.0,P1322,P4867,2597.0
P7219,Tum Gönpo Yönten,,gtum mgon po yon tan,གཏུམ་མགོན་པོ་ཡོན་ཏན།,M,,,P3446,P7220,9872.0
P7220,Lung Khu Gönpa,,lung khu dgon pa,ལུང་ཁུ་དགོན་པ།,M,,,P7219,P7221,9874.0
P7221,Khenpo Lung Tön,,mkhan po lung ston,མཁན་པོ་ལུང་སྟོན།,M,,,P7220,P7222,9875.0
P7222,Lobpön Lekpé Shé Rab,,slob dpon legs pa'i bshes rab,སློབ་དཔོན་ལེགས་པའི་བཤེས་རབ།,M,,,P7221,P7223,9876.0
P7223,Ja Derwa Changchub Rinchen,,bya sder ba byang chub rin chen,བྱ་སྡེར་བ་བྱང་ཆུབ་རིན་ཆེན།,M,,,P7222|P0RK1426|P0RK528,P0RK651|P7224,9877.0
P0RK1426,Rongpa Chö Kyi Wangchuk,,rong pa chos kyi dbang phyug,རོང་པ་ཆོས་ཀྱི་དབང་ཕྱུག།,M,,,P0RK1425,P7223,674.0
P0RK1425,Lama Sherab Bum,,bla ma shes rab 'bum,བླ་མ་ཤེས་རབ་འབུམ།,M,,,P0RK1424,P0RK1426,673.0
P0RK1424,Jé Könchok Dorjé,,rje dkon mchog rdo rje,རྗེ་དཀོན་མཆོག་རྡོ་རྗེ།,M,,,P0RK1423,P0RK1425,672.0
P0RK1423,Lama Dorjé Gyaltsen,,bla ma rdo rje rgyal mtshan,བླ་མ་རྡོ་རྗེ་རྒྱལ་མཚན།,M,,,P0RK1422,P0RK1424,671.0
P0RK1422,Chökyi Lodrö,,chos kyi blo gros,ཆོས་ཀྱི་བློ་གྲོས།,M,,,P0RK1421,P0RK1423,670.0
P0RK1421,Lama Döndrub Yeshe,,bla ma don grub ye shes,བླ་མ་དོན་གྲུབ་ཡེ་ཤེས།,M,,,P0RK1420,P0RK1422,669.0
P0RK1420,Jé Tendzin Wangchuk,,rje bstan 'dzin dbang phyug,རྗེ་བསྟན་འཛིན་དབང་ཕྱུག།,M,,,P0RK1419,P0RK1421,668.0
P0RK1419,Lama Yönten Lekpa,,bla ma yon tan legs pa,བླ་མ་ཡོན་ཏན་ལེགས་པ།,M,,,P0RK1418,P0RK1420,667.0
P0RK1418,Lotsa Ba Chok Dru Rabshyi,,lo tsa ba cog gru rab zhi,ལོ་ཙ་བ་ཅོག་གྲུ་རབ་ཞི།,M,,,P0RK155,P0RK1419,666.0
P0RK528,Jamyang Rinchen Gyaltsen,,'jam dbyangs rin chen rgyal mtshan,འཇམ་དབྱངས་རིན་ཆེན་རྒྱལ་མཚན།,M,,,P1048,P7223,1200.0
P0RK651,Ra Ga Drakpa,,ra ga brag pa,ར་ག་བྲག་པ།,M,,,P0RK650|P7223,P0RK544|P152,1272.0
P0RK650,Künpang Jé,,kun spangs rje,ཀུན་སྤངས་རྗེ།,M,,,P0RK649,P0RK651,1271.0
P0RK649,Gön Sarwa,,dgon gsar ba,དགོན་གསར་བ།,M,,,P10159,P0RK650,1270.0
P10159,Shyu Drak Marwa,,zhu brag dmar ba,ཞུ་བྲག་དམར་བ།,M,,,P1615|P0RK745|P0RK647|P0RK732,P0RK733|P0RK649,1699.0
P0RK745,Mal Drowa,,mal gro ba,མལ་གྲོ་བ།,M,,,P1405,P10159,1337.0
P0RK647,Chiwo Lhepa,,spyi bo lhas pa,སྤྱི་བོ་ལྷས་པ།,M,,,P0RK646,P2CN11069|P10159,1268.0
P0RK646,Drubchen Tsembu Pa,,grub chen tshem bu pa,གྲུབ་ཆེན་ཚེམ་བུ་པ།,M,,,,P0RK647,1267.0
P2CN11069,Kyechok Pa Pakpa Ludrub,,skyes mchog pa 'phags pa klu sgrub,སྐྱེས་མཆོག་པ་འཕགས་པ་ཀླུ་སྒྲུབ།,,,,P2CN11068|P0RK647,P2CN11070,
P2CN11068,Drang Pu Lungpa Yönten Gyatso,,grang phu lung pa yon tan rgya mtsho,གྲང་ཕུ་ལུང་པ་ཡོན་ཏན་རྒྱ་མཚོ།,,,,P8LS13773,P2CN11069,
P8LS13773,Drubtob Nyi Pukpa Chödrak,,grub thob nyi phug pa chos grags,གྲུབ་ཐོབ་ཉི་ཕུག་པ་ཆོས་གྲགས།,,,,P1617,P2CN11068,
P1617,Changsem Dawa Gyaltsen,,byang sems zla ba rgyal mtshan,བྱང་སེམས་ཟླ་བ་རྒྱལ་མཚན།,M,,,P1615|P0RK391|P0RK894,P1614|P8LS13773|P0RK895|P127,2918.0
P0RK391,Balpö Pandita Pé Nyawa,,bal po'i paN+Di ta pe nya ba,བལ་པོའི་པཎྜི་ཏ་པེ་ཉ་བ།,M,,,P0RK390,P1617,1114.0
P0RK390,Yeshe Zangpo|Jnyanabhadra,,ye shes bzang po,ཡེ་ཤེས་བཟང་པོ།,M,,,P4CZ10541,P0RK391,1113.0
P4CZ10541,Pandita Dawa Shyönnu|Candrakumar,,paN+Di ta zla ba gzhon nu,པཎྜི་ཏ་ཟླ་བ་གཞོན་ནུ།,,,,P4CZ10542,P0RK390,
P4CZ10542,Gelongma Palmo|Bhiksuni laksmi,,dge slong ma dpal mo,དགེ་སློང་མ་དཔལ་མོ།,F,,,,P4CZ10541,
P0RK894,Chomdendé Tamdrin,,bcom ldan 'das rta mgrin,བཅོམ་ལྡན་འདས་རྟ་མགྲིན།,M,,,,P1617|P4956,1456.0
P0RK895,Shyang Kyi Tsa Ö Chen,,zhang skyi tsha 'od chen,ཞང་སྐྱི་ཚ་འོད་ཆེན།,M,,,P1617,P0RK896,1457.0
P0RK896,Shyang U Karwa,,zhang dbu dkar ba,ཞང་དབུ་དཀར་བ།,M,,,P0RK895,P5897,1458.0
P5897,Shyang Lotsawa Drubpa Pal,,zhang lo tsA ba grub pa dpal,ཞང་ལོ་ཙཱ་བ་གྲུབ་པ་དཔལ།,M,1237.0,,P8265|P5898|P0RK896|P10546|P10545,P5896|P0RK898|P7156,8458.0
P8265,Ratnaraksita,,pan+Di ta rat+na rak+Shi ta,པནྜི་ཏ་རཏྣ་རཀྵི་ཏ།,M,,,P5291,P5897,10969.0
P5898,Ma Chik Ang Jo,,ma gcig ang jo,མ་གཅིག་ཨང་ཇོ།,F,,,P5899,P5897,8459.0
P5899,Khyung Tsangpa Yeshe Lama,,khyung tshang pa ye shes bla ma,ཁྱུང་ཚང་པ་ཡེ་ཤེས་བླ་མ།,M,1115.0,1176.0,P4278,P5898|P10546|P10545,8460.0
P10546,Lobpön Tar Gom,,slob dpon star sgom,སློབ་དཔོན་སྟར་སྒོམ།,M,,,P5899,P5897,2122.0
P10545,Mar Tön Tsultrim Jungné,,mar ston tshul khrims 'byung gnas,མར་སྟོན་ཚུལ་ཁྲིམས་འབྱུང་གནས།,M,,,P5899,P5897,2121.0
P5896,Da Ra Shri,,rda ra shrI,རྡ་ར་ཤྲཱི།,M,,,P5897,P5895,8457.0
P5895,Changsem Sönam Gyaltsen,,byang sems bsod nams rgyal mtshan,བྱང་སེམས་བསོད་ནམས་རྒྱལ་མཚན།,M,,,P5896,P5894,8456.0
P5894,Semo Künden Ré Ma,,sras mo kun ldan ras ma,སྲས་མོ་ཀུན་ལྡན་རས་མ།,F,,,P5895,P8414|P5893,8455.0
P8414,Khé Tsün Ziji Gyaltsen,,mkhas btsun gzi brjid rgyal mtshan,མཁས་བཙུན་གཟི་བརྗིད་རྒྱལ་མཚན།,M,,,P5894,P10547,11130.0
P10547,Wangchuk Sherab,,dbang phyug shes rab,དབང་ཕྱུག་ཤེས་རབ།,M,,,P8414,P10548,2123.0
P10548,Ritröpa Shyönnu Gyaltsen,,ri khrod pa gzhon nu rgyal mtshan,རི་ཁྲོད་པ་གཞོན་ནུ་རྒྱལ་མཚན།,M,,,P10547,P10549,2124.0
P10549,Ré Chen Den Chikpa Shyönnu Palden,,ras chen gdan gcig pa gzhon nu dpal ldan,རས་ཆེན་གདན་གཅིག་པ་གཞོན་ནུ་དཔལ་ལྡན།,M,,,P10548,P10550,2125.0
P10550,Dok Tön Namkha Gyaltsen,,mdog ston nam mkha' rgyal mtshan,མདོག་སྟོན་ནམ་མཁའ་རྒྱལ་མཚན།,M,,,P10549,P2363|P503,2127.0
P2363,Dul Dzin Ngak Gi Wangpo,,'dul 'dzin ngag gi dbang po,འདུལ་འཛིན་ངག་གི་དབང་པོ།,M,,,P10550,P204,4059.0
P204,Sha Ra Rabjam Pasang Gyé Sengé,,sha ra rab 'byams pa sangs rgyas seng+ge,ཤ་ར་རབ་འབྱམས་པ་སངས་རྒྱས་སེངྒེ།,M,,,P2363,P442|P3016,3704.0
P442,Tsang Nyön Heruka Rüpé Gyenchen,,gtsang smyon he ru ka rus pa'i rgyan can,གཙང་སྨྱོན་ཧེ་རུ་ཀ་རུས་པའི་རྒྱན་ཅན།,M,1452.0,1507.0,P444|P443|P204|P446|P920|P445,P1702|P463|P2CZ7893|P4CZ301811|P6922|P4CZ301817|P4441|P6187,6856.0
P444,Yönten Gyatso,,yon tan rgya mtsho,ཡོན་ཏན་རྒྱ་མཚོ།,M,,,,P442,6878.0
P443,Khenchen Kün Ga Sangye,,mkhan chen kun dga' sangs rgyas,མཁན་ཆེན་ཀུན་དགའ་སངས་རྒྱས།,M,,,,P442,6867.0
P446,Penchen Döndrub Drakpa,,paN chen don grub grags pa,པཎ་ཆེན་དོན་གྲུབ་གྲགས་པ།,M,,,,P442,6899.0
P920,Kün Ga Paljor,竹杰旺·衮噶班觉｜第二世嘉旺竹巴,kun dga' dpal 'byor,ཀུན་དགའ་དཔལ་འབྱོར།,M,1428.0,1476.0,P3858|P470|P207|P5815|P5816|P2630|P318|P5817|P993|P5818|P5819|P2644|P5887|P5812|P5814|P3744|P1132,P816|P442|P814|P871|P5624|P5153|P5902|P8773|P873|P2421|P1013|P7760,11986.0
P3858,Ngok Changchub Pal,,rngog byang chub dpal,རྔོག་བྱང་ཆུབ་དཔལ།,M,1360.0,1446.0,P0RK1310|P0RK1297|P1301,P0RK1299|P3859|P318|P920,6239.0
P0RK1310,Lobpön Zang Pal,,slob dpon bzang dpal,སློབ་དཔོན་བཟང་དཔལ།,M,,,P0RK1309,P3858,573.0
P0RK1309,Pal Gyi Dorjé,,dpal gyi rdo rje,དཔལ་གྱི་རྡོ་རྗེ།,M,,,P0RK1305|P0RK1311,P0RK1310,571.0
P0RK1305,Rinchen Pal,,rin chen dpal,རིན་ཆེན་དཔལ།,M,,,P0RK1295|P0RK1304,P0RK1309|P0RK1306,567.0
P0RK1295,Ngok Shyung Rinchen Pal Zang,,rngog gzhung rin chen dpal bzang ,རྔོག་གཞུང་རིན་ཆེན་དཔལ་བཟང་།,M,1243.0,1319.0,P0RK1294|P0RK870,P0RK1296|P0RK1305|P0RK1311,557.0
P0RK1294,Ngok Ziji Drakpa,,rngog gzi brjid grags pa,རྔོག་གཟི་བརྗིད་གྲགས་པ།,M,,,P8729,P0RK1295,556.0
P8729,Ngok Kün Ga Dorjé,,rngog kun dga' rdo rje,རྔོག་ཀུན་དགའ་རྡོ་རྗེ།,M,1145.0,1234.0,P0RK1292,P0RK1294,11471.0
P0RK1292,Gyal Tsa Ramo,,rgyal tsha ra mo,རྒྱལ་ཚ་ར་མོ།,M,,,P0RK1291,P8729|P0RK1302,555.0
P0RK1291,Ngok Tokmé Drakpa,,rngog thogs med grags pa,རྔོག་ཐོགས་མེད་གྲགས་པ།,M,,,P5820,P0RK1292,554.0
P5820,Shyedang Dorjé,,zhe sdang rdo rje,ཞེ་སྡང་རྡོ་རྗེ།,M,,,P0RK1289,P0RK1442|P0RK1291,8378.0
P0RK1289,Chöku Dorjé,,chos sku rdo rje,ཆོས་སྐུ་རྡོ་རྗེ།,M,1036.0,1097.0,P2636,P5820,552.0
P2636,Marpa Lotsawa Chökyi Lodrö,,mar pa lo tsA ba chos kyi blo gros,མར་པ་ལོ་ཙཱ་བ་ཆོས་ཀྱི་བློ་གྲོས།,M,,,P47|P44|P0RK304|P1GS88474|P3085,P10617|P10618|P3814|P10619|P8LS15241|P3074|P2CN5|P10126|P1853|P0RK1289,4354.0
P44,Ngadak Mai Tripa,,mnga' bdag mai tri pa,མངའ་བདག་མཻ་ཏྲི་པ།,M,,,P0RK463|P3360|P3277|P0RK1234,P0RK1231|P2636|P39|P43|P4CZ15223,6833.0
P0RK1234,Ritrö Lodrö,,ri khrod blo gros,རི་ཁྲོད་བློ་གྲོས།,M,,,P0RK296,P44,508.0
P0RK296,Changsem Lodrö Rinchen|Bodhisattva ratnamati,,byang sems blo gros rin chen,བྱང་སེམས་བློ་གྲོས་རིན་ཆེན།,M,,,,P4954|P0RK1234,1045.0
P0RK1231,Gyagar Chak Na,,rgya gar phyag na,རྒྱ་གར་ཕྱག་ན།,M,,,P44,P0RK1232|P0RK1235,505.0
P0RK1232,,,bal po bha ra,བལ་པོ་བྷ་ར།,M,,,P0RK1231,P0RK1233,506.0
P0RK1233,Balpo Yeshe Dorjé,,bal po ye shes rdo rje,བལ་པོ་ཡེ་ཤེས་རྡོ་རྗེ།,M,,,P0RK1232,P1615,507.0
P0RK1235,,,ka ma la ba dzra,ཀ་མ་ལ་བ་ཛྲ།,M,,,P0RK1231,P7878,509.0
P7878,Gyalwé Dé|Jayasena,,rgyal ba'i sde,རྒྱལ་བའི་སྡེ།,M,,,P0RK1235,P1614|P0RK712,10557.0
P0RK712,Sumpa Lotsa Ba Dar Ma Yönten,,sum pa lo tsa ba dar ma yon tan,སུམ་པ་ལོ་ཙ་བ་དར་མ་ཡོན་ཏན།,M,,,P7878,P1614|P1056,1309.0
P4CZ15223,Rolpé Bepa|Lalitagupta,,rol pa'i sbas pa,རོལ་པའི་སྦས་པ།,,,,P44,,
P0RK304,Pal Yeshe Nyingpo|Shri jnyanagarbha,,dpal ye shes snying po,དཔལ་ཡེ་ཤེས་སྙིང་པོ།,M,,,P0RK303|P0RK582,P2636,1052.0
P0RK582,Pal Bé|Shrigupta,,dpal sbas,དཔལ་སྦས།,M,,,P4CZ15237|P0RK245,P0RK304,1231.0
P4CZ15237,Lobpön Lekden Jé|Bhavaviveka,,slob dpon legs ldan 'byed,སློབ་དཔོན་ལེགས་ལྡན་འབྱེད།,,,,P4954,P4CZ10546|P0RK582,
P4CZ10546,Srigupta,,shrI gup+ta,ཤྲཱི་གུཔྟ།,,,,P4CZ15237|P4CZ15358,,
P1GS88474,Pradz+nya rak+si ta,,,,,,,,P2636,3507.0
P10617,Pen Yul Nyama Palmo,,'phan yul nya ma dpal mo,འཕན་ཡུལ་ཉ་མ་དཔལ་མོ།,F,,,P2636,,2200.0
P10618,Lok Kya Lotsawa Jungné Gyaltsen,,klog skya lo tsA ba 'byung gnas rgyal mtshan,ཀློག་སྐྱ་ལོ་ཙཱ་བ་འབྱུང་གནས་རྒྱལ་མཚན།,M,,,P2636,,2201.0
